product_id,display_name,product_name,composition,generic,form,route,category,manual_review,source_runtime_path,coverage_id,source_pack_id,final_verification_status,final_clinical_readiness,final_fast_mode_allowed,final_rx_role,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,exact_evidence_missing,exact_block_reason,exact_next_action,can_show_in_main_builder,can_show_in_peds_page,can_show_in_swaps,catalog_only_reason,pediatric_unlock_status,antibiotic_unlock_status,antiviral_unlock_status,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap,next_action
BDS002614,Meliane ED 28 [Gestodene 0.075 mg.+Ethinylestradiol 0.02 mg.],Meliane ED 28,Gestodene 0.075 mg.+Ethinylestradiol 0.02 mg.,Gestodene + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS002614,coverage_044ada7e956a,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002630,Melodia [Drospirenone 3 mg.+Ethinylestradiol 0.030 mg.],Melodia,Drospirenone 3 mg.+Ethinylestradiol 0.030 mg.,Drospirenone + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS002630,coverage_161da0eab461,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002619,Mercilon-21 [Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.],Mercilon-21,Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.,Desogestrel + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS002619,coverage_bc14fa372efd,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002620,Mercilon-28 [Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.],Mercilon-28,Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.,Desogestrel + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS002620,coverage_b36149dd006e,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002695,Minidoz 28 [Gestodene 0.060 mg.+Ethinylestradiol 0.015 mg.],Minidoz 28,Gestodene 0.060 mg.+Ethinylestradiol 0.015 mg.,Gestodene + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS002695,coverage_788e5379513d,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002670,Minny-21 [Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.],Minny-21,Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.,Desogestrel + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS002670,coverage_759f286cf209,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002671,Minny-28 [Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.],Minny-28,Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.,Desogestrel + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS002671,coverage_8115b3f3d3cc,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS044910,Minoz 28 [Gestodene 0.060 mg.+Ethinylestradiol 0.015 mg.],Minoz 28,Gestodene 0.060 mg.+Ethinylestradiol 0.015 mg.,Gestodene + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS044910,coverage_df9d6b66e0fc,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003032,OC-35 [Cyproterone acetate 2 mg.+Ethinylestradiol 0.035 mg.],OC-35,Cyproterone acetate 2 mg.+Ethinylestradiol 0.035 mg.,Cyproterone acetate + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS003032,coverage_7ac4168b09c1,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003143,Preme [Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.],Preme,Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.,Cyproterone Acetate + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS003143,coverage_4c49f945aba3,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS046511,Preme 28 [Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.],Preme 28,Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.,Cyproterone Acetate + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS046511,coverage_7b5ee739e7bf,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS047721,Slinda [Drospirenone 4 mg],Slinda,Drospirenone 4 mg,Drospirenone,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS047721,coverage_807d47eab28d,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003731,Sucee [Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.],Sucee,Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.,Cyproterone Acetate + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS003731,coverage_61c5730b74ce,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003699,Sucee 28 [Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.],Sucee 28,Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.,Cyproterone Acetate + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS003699,coverage_6867c7258464,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003655,Synfonia [Drospirenone 3 mg.+Ethinylestradiol 0.02 mg.],Synfonia,Drospirenone 3 mg.+Ethinylestradiol 0.02 mg.,Drospirenone + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS003655,coverage_8179e0e4532d,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS004153,Yasmin-21 [Drospirenone 3 mg.+Ethinylestradiol 0.030 mg.],Yasmin-21,Drospirenone 3 mg.+Ethinylestradiol 0.030 mg.,Drospirenone + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS004153,coverage_46813d26e40b,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS004154,Yaz [Drospirenone 3 mg.+Ethinylestradiol 0.02 mg.],Yaz,Drospirenone 3 mg.+Ethinylestradiol 0.02 mg.,Drospirenone + Ethinylestradiol,tablet,oral,ยาคุมกำเนิด (D),False,data/core/drug_short_lookup.json:lookup.BDS004154,coverage_285d5596d98f,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS040024,Arthro-K Orange 1500 [Crystalline Glucosamine Sulfate Potassium Chloride (เทียบเท่ากับ Glucosamine sulfate 1500 mg.)],Arthro-K Orange 1500,Crystalline Glucosamine Sulfate Potassium Chloride (เทียบเท่ากับ Glucosamine sulfate 1500 mg.),Crystalline Glucosamine Sulfate Potassium Chloride,other,,ยาป้องกันและรักษาข้อเสื่อม (D),True,data/core/drug_short_lookup.json:lookup.BDS040024,coverage_00afcade8e5b,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS040032,Artrofort Complex [Crystalline Glucosamine Sulphate 942 mg.(เทียบเท่ากับ Glucosamine 750 mg.+Sodium Chloride 192 mg.)+Chondroitin Sulphate Sodium 600 mg.],Artrofort Complex,Crystalline Glucosamine Sulphate 942 mg.(เทียบเท่ากับ Glucosamine 750 mg.+Sodium Chloride 192 mg.)+Chondroitin Sulphate Sodium 600 mg.,Crystalline Glucosamine Sulphate (เทียบเท่ากับ Glucosamine + Sodium Chloride ) + Chondroitin Sulphate Sodium,other,,ยาป้องกันและรักษาข้อเสื่อม (D),True,data/core/drug_short_lookup.json:lookup.BDS040032,coverage_b411b1eec5cc,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS001521,Coxium [Glucosamine Sulfate NaCl 1500 mg.],Coxium,Glucosamine Sulfate NaCl 1500 mg.,Glucosamine Sulfate NaCl,other,,ยาป้องกันและรักษาข้อเสื่อม (D),True,data/core/drug_short_lookup.json:lookup.BDS001521,coverage_7bad5b82eb3a,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007743,Glucosa 1500 ชนิดผง [Glucosamine sulfate sodium 1500 mg.],Glucosa 1500 ชนิดผง,Glucosamine sulfate sodium 1500 mg.,Glucosamine sulfate sodium,powder,oral,ยาป้องกันและรักษาข้อเสื่อม (D),False,data/core/drug_short_lookup.json:lookup.BDS007743,coverage_3b5ccf2b1b47,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS043605,Glucosa 1500 ชนิดผง (รสมะนาว) [Glucosamine sulfate sodium 1500 mg.],Glucosa 1500 ชนิดผง (รสมะนาว),Glucosamine sulfate sodium 1500 mg.,Glucosamine sulfate sodium,powder,oral,ยาป้องกันและรักษาข้อเสื่อม (D),False,data/core/drug_short_lookup.json:lookup.BDS043605,coverage_80ddc3415063,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007739,Glucosa 500 [Glucosamine sulfate sodium 500 mg.],Glucosa 500,Glucosamine sulfate sodium 500 mg.,Glucosamine sulfate sodium,capsule,oral,ยาป้องกันและรักษาข้อเสื่อม (D),False,data/core/drug_short_lookup.json:lookup.BDS007739,coverage_fba6b4973621,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007225,Osteotin 500 [Glucosamine sulfate sodium 500 mg.],Osteotin 500,Glucosamine sulfate sodium 500 mg.,Glucosamine sulfate sodium,capsule,oral,ยาป้องกันและรักษาข้อเสื่อม (D),False,data/core/drug_short_lookup.json:lookup.BDS007225,coverage_63cea78a18d6,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS001003,Viaflex 1500 [Glucosamine Sulfate Sodium Chloride 1884 mg. (Glucosamine Sulfate 1500 mg./1 ซอง)],Viaflex 1500,Glucosamine Sulfate Sodium Chloride 1884 mg. (Glucosamine Sulfate 1500 mg./1 ซอง),Glucosamine Sulfate Sodium Chloride,other,,ยาป้องกันและรักษาข้อเสื่อม (D),True,data/core/drug_short_lookup.json:lookup.BDS001003,coverage_0b97ce0e0f0e,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS001705,Viartril-S [Glucosamine Sulphate 1500 mg.],Viartril-S,Glucosamine Sulphate 1500 mg.,Glucosamine Sulphate,other,,ยาป้องกันและรักษาข้อเสื่อม (D),True,data/core/drug_short_lookup.json:lookup.BDS001705,coverage_ac71fc4889d3,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS040631,Bromcolex [Bromhexine HCl 8 mg.],Bromcolex,Bromhexine HCl 8 mg.,Bromhexine HCl,tablet,oral,cough_cold,False,data/core/drug_short_lookup.json:lookup.BDS040631,coverage_cbfef104f56a,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS008046,Extorant [Bromhexine HCl 4 mg+Guaifenesin 100 mg],Extorant,Bromhexine HCl 4 mg+Guaifenesin 100 mg,Bromhexine HCl + Guaifenesin,tablet,oral,cough_cold,False,data/core/drug_short_lookup.json:lookup.BDS008046,coverage_5e8c7decb423,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007196,Mucoxine-F [Ambroxol HCl 30 mg.],Mucoxine-F,Ambroxol HCl 30 mg.,Ambroxol HCl,tablet,oral,cough_cold,False,data/core/drug_short_lookup.json:lookup.BDS007196,coverage_d200267e50e8,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007601,Polibroxol [Ambroxol HCl 30 mg.],Polibroxol,Ambroxol HCl 30 mg.,Ambroxol HCl,tablet,oral,cough_cold,False,data/core/drug_short_lookup.json:lookup.BDS007601,coverage_e3b823969d87,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS008201,Bisacod [Bisacodyl 5 mg.],Bisacod,Bisacodyl 5 mg.,Bisacodyl,tablet,oral,ยาระบาย (D),False,data/core/drug_short_lookup.json:lookup.BDS008201,coverage_ae4bbe4d73b6,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007554,Losalac Syrup [Lactulose 66.7 g./100 ml.],Losalac Syrup,Lactulose 66.7 g./100 ml.,Lactulose,syrup,oral,ยาระบาย (D),True,data/core/drug_short_lookup.json:lookup.BDS007554,coverage_8d4beb3ddbd9,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS008768,T.Man-Lax [Bisacodyl 5 mg.+Dioctyl sodium sulfosuccinate 15 mg.],T.Man-Lax,Bisacodyl 5 mg.+Dioctyl sodium sulfosuccinate 15 mg.,Bisacodyl + Dioctyl sodium sulfosuccinate,tablet,oral,ยาระบาย (D),False,data/core/drug_short_lookup.json:lookup.BDS008768,coverage_a2826e002768,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS001975,Firide 1 mg [Finasteride 1 mg.],Firide 1 mg,Finasteride 1 mg.,Finasteride,tablet,oral,ยารักษาอาการผมร่วง (D),False,data/core/drug_short_lookup.json:lookup.BDS001975,coverage_ab2353d27894,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS040003,Asiazole-T.N. tabslets [Tinidazole 500 mg.],Asiazole-T.N. tabslets,Tinidazole 500 mg.,Tinidazole,tablet,oral,antibiotic,True,data/core/drug_short_lookup.json:lookup.BDS040003,coverage_60fedff7367d,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,product_label_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
BDS007954,Gyno Gena-500 [Tinidazole 500 mg.],Gyno Gena-500,Tinidazole 500 mg.,Tinidazole,tablet,oral,antibiotic,True,data/core/drug_short_lookup.json:lookup.BDS007954,coverage_b6185bdf49bd,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,product_label_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
BDS045662,Navamed [Dimenhydrinate 50 mg],Navamed,Dimenhydrinate 50 mg,Dimenhydrinate,tablet,oral,"ยาแก้เมารถ, เมาเรือ",False,data/core/drug_short_lookup.json:lookup.BDS045662,coverage_ec209238525e,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS048649,Tavipec cap [Spike Lavender Oil 150 mg.],Tavipec cap,Spike Lavender Oil 150 mg.,Spike Lavender Oil,capsule,oral,cough_cold,False,data/core/drug_short_lookup.json:lookup.BDS048649,coverage_c37b6209e47f,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS040613,Bakamol 500 mg strip 10s [Paracetamol 500 mg.],Bakamol 500 mg strip 10s,Paracetamol 500 mg.,Paracetamol,tablet,oral,analgesic_antipyretic,False,data/core/drug_short_lookup.json:lookup.BDS040613,coverage_7a9f0c4d9009,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
