coverage_family,row_id,product_id,disease_key,generic_name,status,rx_ready,missing_fields,next_action
regimen,gold_regimen_6ecded7c7dbc,BDS001057,insect_bite_swelling_adult,Triamcinolone Acetonide 0.02%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c4abca97648c,BDS006745,localized_eczema_sensitive_area_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_5bc5cdb0ddce,BDS004213,localized_eczema_sensitive_area_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_8889255a8991,BDS001682,localized_eczema_sensitive_area_adult,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b2be11b61c2d,BDS006745,localized_eczema_sensitive_area_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c62797555b6c,BDS004213,localized_eczema_sensitive_area_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_16b21c2a62be,BDS001682,localized_eczema_sensitive_area_adult,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_3debf34baa80,BDS006745,localized_eczema_sensitive_area_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_080feabb85b4,BDS004213,localized_eczema_sensitive_area_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_38b0f19b1d8a,BDS001682,localized_eczema_sensitive_area_adult,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_5bbd7762a872,BDS004212,insect_bite_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_874314e2b83a,BDS006745,insect_bite_peds,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_9a60b4f8aeca,BDS004212,insect_bite_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_ba811ac22077,BDS006745,insect_bite_peds,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_6e2c30acaaca,BDS004212,insect_bite_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_e8550020d37a,BDS006745,insect_bite_peds,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_0b86227ef697,BDS001057,localized_eczema_peds,Triamcinolone Acetonide 0.02%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_8443fd54af0c,BDS001682,localized_eczema_peds,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_6774660b9dd0,BDS004212,localized_eczema_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_f52479fd3c63,BDS001057,localized_eczema_peds,Triamcinolone Acetonide 0.02%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_37065394aa77,BDS001682,localized_eczema_peds,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b3b6b289afab,BDS004212,localized_eczema_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_80b827f06e0c,BDS001057,localized_eczema_peds,Triamcinolone Acetonide 0.02%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b25d9d765e02,BDS001682,localized_eczema_peds,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_97b97c46277e,BDS004212,localized_eczema_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_fdcd1d137963,BDS001465,indigestion_postmeal_adult,(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_66d7acd3d3a3,BDS002043,indigestion_postmeal_adult,Simethicone 60 mg.+Pancreatin 4NF 200 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_2d7afab555fd,BDS001465,indigestion_postmeal_adult,(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_63bbf480e82b,BDS002043,indigestion_postmeal_adult,Simethicone 60 mg.+Pancreatin 4NF 200 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_4166baef089e,BDS001465,indigestion_postmeal_adult,(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_ced7b9b1d661,BDS002043,indigestion_postmeal_adult,Simethicone 60 mg.+Pancreatin 4NF 200 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_e96904bb62a3,BDS001465,digestive_aid_postmeal_adult,(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_48f1667e3af4,BDS002043,digestive_aid_postmeal_adult,Simethicone 60 mg.+Pancreatin 4NF 200 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_a2d214257b4f,BDS001465,digestive_aid_postmeal_adult,(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_37d2a21e6ecb,BDS002043,digestive_aid_postmeal_adult,Simethicone 60 mg.+Pancreatin 4NF 200 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_0320119536ab,BDS001465,digestive_aid_postmeal_adult,(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_f676f76fc659,BDS002043,digestive_aid_postmeal_adult,Simethicone 60 mg.+Pancreatin 4NF 200 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_2233eea55bcd,BDS001013,abdominal_gas_peds,Simethicone 40 mg./0.6 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_fff10d7c8855,BDS008034,abdominal_gas_peds,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_950ad89894d2,BDS001013,abdominal_gas_peds,Simethicone 40 mg./0.6 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_4d4f7d91f5a2,BDS008034,abdominal_gas_peds,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_ed564b681143,BDS001013,abdominal_gas_peds,Simethicone 40 mg./0.6 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_f9514d98d8e3,BDS008034,abdominal_gas_peds,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_4824bea0493e,BDS008034,abdominal_colic_peds,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_bf189c9c6af6,BDS001013,abdominal_colic_peds,Simethicone 40 mg./0.6 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_fa708c6861f1,BDS008034,abdominal_colic_peds,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_611ba0172803,BDS001013,abdominal_colic_peds,Simethicone 40 mg./0.6 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_6f29c9f57275,BDS008034,abdominal_colic_peds,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_92204d86231d,BDS001013,abdominal_colic_peds,Simethicone 40 mg./0.6 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_e7356cd56e3f,BDS008282,acute_gastroenteritis_peds_mild,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_14c4886d1452,BDS001248,acute_gastroenteritis_peds_mild,Lyophilized Saccharomyces boulardii 250 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c57bc79ca3cd,BDS002108,acute_gastroenteritis_peds_mild,Racecadotril 30 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_56c01f77721d,BDS008282,acute_gastroenteritis_peds_mild,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_de50e52ed4c0,BDS001248,acute_gastroenteritis_peds_mild,Lyophilized Saccharomyces boulardii 250 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_e9dbdba9c76e,BDS002108,acute_gastroenteritis_peds_mild,Racecadotril 30 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_76615d5ad707,BDS008282,acute_gastroenteritis_peds_mild,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b0b556c426f0,BDS001248,acute_gastroenteritis_peds_mild,Lyophilized Saccharomyces boulardii 250 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_8bbb38626ccb,BDS002108,acute_gastroenteritis_peds_mild,Racecadotril 30 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c663ae709b73,BDS008282,acute_watery_diarrhea_peds_rehydration,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_5d5388bd4c3b,BDS002108,acute_watery_diarrhea_peds_rehydration,Racecadotril 30 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_d43dd46bebbb,BDS008282,acute_watery_diarrhea_peds_rehydration,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b06fccf0799b,BDS002108,acute_watery_diarrhea_peds_rehydration,Racecadotril 30 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c1901f5d8467,BDS008282,acute_watery_diarrhea_peds_rehydration,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_3724431895ee,BDS002108,acute_watery_diarrhea_peds_rehydration,Racecadotril 30 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_0269b03d7056,BDS004212,allergic_rhinitis_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_4e817822dda8,BDS044320,allergic_rhinitis_peds,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_ffc681badc7d,BDS004212,allergic_rhinitis_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_198a5c9250a0,BDS044320,allergic_rhinitis_peds,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_901c6c2b7a69,BDS004212,allergic_rhinitis_peds,Cetirizine 2HCI 1 mg./1 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_65e93abacf14,BDS044320,allergic_rhinitis_peds,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_51f05355e5db,BDS002691,uri_wet_cough_peds,Ambroxol HCl 15 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_8b24ca774e7f,BDS003763,uri_wet_cough_peds,Paracetamol 160 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_e085e2c32301,BDS001257,uri_wet_cough_peds,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_44a10bc0d0f1,BDS043123,uri_wet_cough_peds,Acetylcysteine 100 mg./5 g.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_63a8b1a19ee4,BDS002691,uri_wet_cough_peds,Ambroxol HCl 15 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_703c5e12c67d,BDS003763,uri_wet_cough_peds,Paracetamol 160 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_5607ff652725,BDS001257,uri_wet_cough_peds,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_a21575d42293,BDS043123,uri_wet_cough_peds,Acetylcysteine 100 mg./5 g.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_1360a6afee84,BDS002691,uri_wet_cough_peds,Ambroxol HCl 15 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_57ac20ceee39,BDS003763,uri_wet_cough_peds,Paracetamol 160 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_3423dc70921f,BDS001257,uri_wet_cough_peds,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_26f1669e5fda,BDS043123,uri_wet_cough_peds,Acetylcysteine 100 mg./5 g.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_93e8c5fca19a,BDS001257,post_uri_cough_peds,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_4e854ed93edc,BDS043123,post_uri_cough_peds,Acetylcysteine 100 mg./5 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_3ed5f086eb00,BDS001257,post_uri_cough_peds,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_1a96bc50fc7e,BDS043123,post_uri_cough_peds,Acetylcysteine 100 mg./5 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_7c1d8d310663,BDS001257,post_uri_cough_peds,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_308fa009725a,BDS043123,post_uri_cough_peds,Acetylcysteine 100 mg./5 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_59727afe39b3,BDS044320,nasal_irritation_peds,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_80dda7ab9edf,BDS044320,nasal_irritation_peds,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_a010c4d03db8,BDS044320,nasal_irritation_peds,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_fbd8d841796c,BDS045631,oral_thrush_peds,"Nystatin 100,000 Unit/1 ml.",not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_f02096bf2889,BDS045631,oral_thrush_peds,"Nystatin 100,000 Unit/1 ml.",not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b8fc2e2f8100,BDS045631,oral_thrush_peds,"Nystatin 100,000 Unit/1 ml.",not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b788087beb2c,BDS003763,viral_fever_peds_support,Paracetamol 160 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_312b348e6a96,BDS003763,viral_fever_peds_support,Paracetamol 160 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_28ae2ea377cb,BDS003763,viral_fever_peds_support,Paracetamol 160 mg./5 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
