runtime_row_id,disease_key,diagnosis,icd10,category,population,modality,tier,drug_product,BDS,sig,duration,dispense,price_pack,side_effect_quick,caution_quick,gate_required,runtime_level,antibiotic_flag,pediatric_allowed,peds_rule_id,source_ids,citation_urls,red_flags,notes
RX_0245,localized_muscle_ache_support_adult,Localized muscle ache support,,Pain,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0246,localized_muscle_ache_support_adult,Localized muscle ache support,,Pain,adult,topical,Tier 1,Difelene Gel เล็ก [Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g)],BDS001656,apply thinly to painful area TID–QID,5–7 days,หลอด 30 g.,หลอด 30 g.,local irritation,avoid broken skin; avoid duplicate NSAID load in high-risk patient,standard,DEFAULT_FAST,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0247,low_back_pain_over16,Low back pain over 16,,Pain,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0248,low_back_pain_over16,Low back pain over 16,,Pain,adult,topical,Tier 1,Difelene Gel เล็ก [Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g)],BDS001656,apply thinly to painful area TID–QID,5–7 days,หลอด 30 g.,หลอด 30 g.,local irritation,avoid broken skin; avoid duplicate NSAID load in high-risk patient,standard,DEFAULT_FAST,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0249,low_back_pain_simple_adult,Simple low back pain,,Pain,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0250,low_back_pain_simple_adult,Simple low back pain,,Pain,adult,topical,Tier 1,Difelene Gel เล็ก [Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g)],BDS001656,apply thinly to painful area TID–QID,5–7 days,หลอด 30 g.,หลอด 30 g.,local irritation,avoid broken skin; avoid duplicate NSAID load in high-risk patient,standard,DEFAULT_FAST,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0251,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),,general,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0252,migraine_adult,Migraine,,Pain,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Thunderclap, neuro deficit, meningism, new severe headache → ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0254,migraine_over12_acute,Acute migraine with or without aura,,Pain,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Thunderclap, neuro deficit, meningism, new severe headache → ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0256,migraine_peds_acute,"Migraine, acute attack in child/adolescent",,Pain,pediatric,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,pediatric_gate,GATED,FALSE,TRUE,PEDS_PARACETAMOL_ORAL,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Thunderclap, neuro deficit, meningism, new severe headache → ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0257,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0258,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,nasal,Tier 1,Klean & Kare Saline (ANB) [Sodium Chloride 0.9 g./100 ml.],BDS044313,spray/rinse each nostril PRN,as needed,ขวด 200 ml.,ขวด 200 ml.,mild irritation,use clean water/device hygiene,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0259,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,lozenge,Tier 1,"Difflam รสน้ำผึ้งมะนาวผสมโพรโพลิส [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",BDS042357,1 lozenge slowly q2–3h PRN,3–5 days,ซอง 8 เม็ด,ซอง 8 เม็ด,mouth irritation,avoid choking risk in small children,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0260,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,spray,Tier 1,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],BDS006462,spray to throat per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,mouth numbness/irritation,avoid allergy; pediatric per label only,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0261,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0262,minor_burn_adult,Acute minor superficial burn,,Wound/burn,adult,solution/ointment,Tier 1,Betadine Ointment [Povidone Iodine 10 %],BDS001280,clean/apply per product; dressing as needed,short course,กระปุก 50 g.,กระปุก 50 g.,"irritation, allergy",deep/dirty/bite wounds need eval,standard,DEFAULT_FAST,FALSE,FALSE,,RED_CROSS_BURN;CDC_IMPETIGO,https://www.redcross.org/take-a-class/resources/learn-first-aid/burns; https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/impetigo.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0263,minor_burn_adult,Acute minor superficial burn,,Wound/burn,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0264,minor_cut_wound_care_adult,Minor cut / wound care,,Wound/burn,adult,solution/ointment,Tier 1,Betadine Ointment [Povidone Iodine 10 %],BDS001280,clean/apply per product; dressing as needed,short course,กระปุก 50 g.,กระปุก 50 g.,"irritation, allergy",deep/dirty/bite wounds need eval,standard,DEFAULT_FAST,FALSE,FALSE,,RED_CROSS_BURN;CDC_IMPETIGO,https://www.redcross.org/take-a-class/resources/learn-first-aid/burns; https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/impetigo.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0265,minor_cut_wound_care_adult,Minor cut / wound care,,Wound/burn,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0266,minor_skin_infection_topical_adult,Topical bacterial skin support (nonspecific),,general,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0267,minor_wound_care_adult,Minor wound care support,,Wound/burn,adult,solution/ointment,Tier 1,Betadine Ointment [Povidone Iodine 10 %],BDS001280,clean/apply per product; dressing as needed,short course,กระปุก 50 g.,กระปุก 50 g.,"irritation, allergy",deep/dirty/bite wounds need eval,standard,DEFAULT_FAST,FALSE,FALSE,,RED_CROSS_BURN;CDC_IMPETIGO,https://www.redcross.org/take-a-class/resources/learn-first-aid/burns; https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/impetigo.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0268,minor_wound_care_adult,Minor wound care support,,Wound/burn,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0269,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,oral,Tier 1,Anpuzz 520 [Mefenamic acid 500 mg. + Dicyclomine HCl 20 mg.],BDS040009,product-specific adult dose PRN,1–3 days,กล่อง 10 เม็ด,กล่อง 10 เม็ด,"dry mouth, dizziness",avoid infant <6 mo; glaucoma/BPH caution,safety_gate,GATED,FALSE,FALSE,,DM_DICYCLOMINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dicyclomine,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0270,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,sachet/liquid,Tier 1,Cera ORS รสส้ม [Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.],BDS008282,sip frequently; replace stool/vomit losses,until hydrated,กล่อง 5 ซอง,กล่อง 5 ซอง,vomiting if too fast,ER if severe dehydration/blood/toxic,standard,DEFAULT_FAST,FALSE,FALSE,,WHO_ORS_ZINC,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0271,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,topical,Tier 1,Difelene Gel เล็ก [Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g)],BDS001656,apply thinly to painful area TID–QID,5–7 days,หลอด 30 g.,หลอด 30 g.,local irritation,avoid broken skin; avoid duplicate NSAID load in high-risk patient,standard,DEFAULT_FAST,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0272,muscle_spasm_adult,Muscle spasm,,Pain,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0273,muscle_spasm_adult,Muscle spasm,,Pain,adult,topical,Tier 1,Difelene Gel เล็ก [Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g)],BDS001656,apply thinly to painful area TID–QID,5–7 days,หลอด 30 g.,หลอด 30 g.,local irritation,avoid broken skin; avoid duplicate NSAID load in high-risk patient,standard,DEFAULT_FAST,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0274,musculoskeletal_pain_adult,Musculoskeletal pain / strain,,Pain,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0275,musculoskeletal_pain_adult,Musculoskeletal pain / strain,,Pain,adult,topical,Tier 1,Difelene Gel เล็ก [Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g)],BDS001656,apply thinly to painful area TID–QID,5–7 days,หลอด 30 g.,หลอด 30 g.,local irritation,avoid broken skin; avoid duplicate NSAID load in high-risk patient,standard,DEFAULT_FAST,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0276,nasal_blockage_adult,Nasal blockage / congestion,,ENT/rhinitis,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0277,nasal_dryness_irritation_adult,Nasal dryness / irritation,,ENT/rhinitis,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0278,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,,ENT/rhinitis,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0279,nasal_irritation_peds,Pediatric nasal irritation support,,ENT/rhinitis,pediatric,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,pediatric_gate,GATED,FALSE,TRUE,PEDS_PARACETAMOL_ORAL,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0280,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0281,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,topical,Tier 1,Difelene Gel เล็ก [Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g)],BDS001656,apply thinly to painful area TID–QID,5–7 days,หลอด 30 g.,หลอด 30 g.,local irritation,avoid broken skin; avoid duplicate NSAID load in high-risk patient,standard,DEFAULT_FAST,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0282,oral_thrush_adult,Oral thrush / candidiasis,,Skin/fungal,adult,cream/topical,Tier 1,Candix Solution [Clotrimazole 1 g./100 ml.],BDS006059,apply thinly BID,2–4 weeks,ขวด 15 ml.,ขวด 15 ml.,local irritation,keep area dry; avoid steroid combo as first-line,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_TINEA,https://www.cdc.gov/fungal/hcp/clinical-care/index.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0283,oral_thrush_adult,Oral thrush / candidiasis,,Skin/fungal,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
