runtime_row_id,disease_key,diagnosis,icd10,category,population,tier,when_to_use,modality,drug_product,BDS,sig,duration,dispense,price_pack,side_effect_quick,caution_quick,gate_required,runtime_level,antibiotic_flag,pediatric_allowed,peds_rule_id,source_ids,citation_urls,red_flags,notes
SWAP_0272,migraine_peds_acute,"Migraine, acute attack in child/adolescent",,Pain,pediatric,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate;pediatric_gate,GATED,FALSE,TRUE,PEDS_IBUPROFEN_ORAL,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Thunderclap, neuro deficit, meningism, new severe headache → ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0273,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 2,sputum/wet cough,oral,Cystaline [Acetylcysteine 600 mg.],BDS001531,600 mg PO OD or divided dose,3–5 days,หลอด 10 เม็ด,หลอด 10 เม็ด,GI upset,asthma caution if bronchospasm,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0274,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 3,sputum/wet cough,oral,Mucolid [Ambroxol HCl 30 mg.],BDS002655,30 mg PO TID or product-specific syrup dose,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"GI upset, rash rare",stop if severe skin reaction,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0275,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 4,sputum/wet cough,oral,Bisolvon [Bromhexine HCl 8 mg.],BDS001255,8 mg PO TID or product-specific syrup dose,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,GI upset,stop if rash/severe reaction,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0276,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 5,sputum/wet cough,oral,Bocytin Capsule [Carbocysteine 375 mg.],BDS008141,adult product-specific dose PO TID,3–5 days,กล่อง 10 แคปซูล,กล่อง 10 แคปซูล,GI upset,caution active peptic ulcer,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0277,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 6,dry cough,oral,Icolid (ควบคุมจำนวน) [Dextromethorphan HBr 15 mg.],BDS002211,product-specific adult dose PRN,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"drowsiness, nausea",avoid MAOI/serotonergic toxicity risk,safety_gate,GATED,FALSE,FALSE,,FDA_COUGH_COLD_CHILDREN,https://www.fda.gov/drugs/safe-use-over-counter-otc-medicines-children/use-caution-when-giving-cough-and-cold-products-kids,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0278,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 7,allergy/itch/rhinitis,oral,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,standard,DEFAULT_FAST,FALSE,FALSE,,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0279,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 8,rhinorrhea/itch/allergy,oral,Histatabs [Chlorpheniramine Maleate 4 mg.],BDS007145,4 mg PO q6–8h PRN,3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"sedation, dry mouth",avoid driving; caution glaucoma/BPH; avoid young children,safety_gate,GATED,FALSE,FALSE,,FDA_COUGH_COLD_CHILDREN;DM_LABEL,https://www.fda.gov/drugs/safe-use-over-counter-otc-medicines-children/use-caution-when-giving-cough-and-cold-products-kids; https://dailymed.nlm.nih.gov/dailymed/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0280,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 9,congestion/rhinorrhea,oral,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],BDS045630,product-specific adult dose short course,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"palpitation, insomnia, sedation if combo","avoid uncontrolled HTN, arrhythmia, MAOI; block young children",safety_gate,GATED,FALSE,FALSE,,FDA_COUGH_COLD_CHILDREN,https://www.fda.gov/drugs/safe-use-over-counter-otc-medicines-children/use-caution-when-giving-cough-and-cold-products-kids,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0281,mild_mucolytic_support_adult,Mild wet cough / sputum support,,ENT/URI-cough,adult,Tier 2,nasal congestion,nasal,Actavia [Xylometazoline Hydrochloride 0.1% (1 mg./1 ml.)],BDS040080,1–2 sprays/nostril BID PRN,≤3 days,ขวด 10 ml.,ขวด 10 ml.,"rebound congestion, dryness",max 3 days; caution HTN/CV disease,safety_gate,GATED,FALSE,FALSE,,CDC_ADULT_ABX;DM_LABEL,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html; https://dailymed.nlm.nih.gov/dailymed/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0282,minor_burn_adult,Acute minor superficial burn,,Wound/burn,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0283,minor_cut_wound_care_adult,Minor cut / wound care,,Wound/burn,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0284,minor_wound_care_adult,Minor wound care support,,Wound/burn,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0285,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,Tier 2,fever/pain,oral,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0286,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,Tier 3,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0287,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,Tier 4,pain/inflammation/dysmenorrhea,oral,Naprofazt [Naproxen (as Naproxen Sodium) 250 mg.],BDS045624,220–275 mg PO BID PRN with food,3–5 days,แผง 10 แคปซูล,แผง 10 แคปซูล,"dyspepsia, edema",NSAID cautions; avoid duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID;ACOG_DYSMENORRHEA,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label; https://www.acog.org/womens-health/faqs/dysmenorrhea-painful-periods,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0288,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,Tier 5,pain/inflammation,oral,Cataflam 50 mg [Diclofenac Potassium 50 mg],BDS041402,25–50 mg PO BID–TID with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"GI upset, edema",NSAID cautions; avoid duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0289,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,Tier 6,inflammatory pain,oral,Arcoxia 120 mg [Etoricoxib 120 mg.],BDS001076,60–90 mg PO OD with food,3–5 days,แผง 5 เม็ด,แผง 5 เม็ด,"edema, dyspepsia, BP rise",avoid high CV risk/uncontrolled HTN; no duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0290,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,Tier 7,inflammatory pain,oral,Celebrex 200 mg [Celecoxib 200 mg.],BDS001509,200 mg PO OD or BID per indication,3–5 days,กล่อง 10 แคปซูล,กล่อง 10 แคปซูล,"dyspepsia, edema",sulfonamide caution; CV/GI/renal risks,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0291,muscle_cramps_adult,"Muscle cramps, benign/recurrent",,GI/GERD-dyspepsia,adult,Tier 8,muscle spasm,oral,Biocalm [Tolperisone 50 mg.],BDS001271,use product-specific adult dose; short course,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"drowsiness, dizziness",avoid driving/alcohol; anticholinergic caution,safety_gate,GATED,FALSE,FALSE,,DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0292,muscle_spasm_adult,Muscle spasm,,Pain,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0293,muscle_spasm_adult,Muscle spasm,,Pain,adult,Tier 3,pain/inflammation/dysmenorrhea,oral,Naprofazt [Naproxen (as Naproxen Sodium) 250 mg.],BDS045624,220–275 mg PO BID PRN with food,3–5 days,แผง 10 แคปซูล,แผง 10 แคปซูล,"dyspepsia, edema",NSAID cautions; avoid duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID;ACOG_DYSMENORRHEA,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label; https://www.acog.org/womens-health/faqs/dysmenorrhea-painful-periods,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0294,muscle_spasm_adult,Muscle spasm,,Pain,adult,Tier 4,pain/inflammation,oral,Cataflam 50 mg [Diclofenac Potassium 50 mg],BDS041402,25–50 mg PO BID–TID with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"GI upset, edema",NSAID cautions; avoid duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0295,muscle_spasm_adult,Muscle spasm,,Pain,adult,Tier 5,inflammatory pain,oral,Arcoxia 120 mg [Etoricoxib 120 mg.],BDS001076,60–90 mg PO OD with food,3–5 days,แผง 5 เม็ด,แผง 5 เม็ด,"edema, dyspepsia, BP rise",avoid high CV risk/uncontrolled HTN; no duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0296,muscle_spasm_adult,Muscle spasm,,Pain,adult,Tier 6,inflammatory pain,oral,Celebrex 200 mg [Celecoxib 200 mg.],BDS001509,200 mg PO OD or BID per indication,3–5 days,กล่อง 10 แคปซูล,กล่อง 10 แคปซูล,"dyspepsia, edema",sulfonamide caution; CV/GI/renal risks,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0297,muscle_spasm_adult,Muscle spasm,,Pain,adult,Tier 7,muscle spasm,oral,Biocalm [Tolperisone 50 mg.],BDS001271,use product-specific adult dose; short course,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"drowsiness, dizziness",avoid driving/alcohol; anticholinergic caution,safety_gate,GATED,FALSE,FALSE,,DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0298,musculoskeletal_pain_adult,Musculoskeletal pain / strain,,Pain,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0299,musculoskeletal_pain_adult,Musculoskeletal pain / strain,,Pain,adult,Tier 3,pain/inflammation/dysmenorrhea,oral,Naprofazt [Naproxen (as Naproxen Sodium) 250 mg.],BDS045624,220–275 mg PO BID PRN with food,3–5 days,แผง 10 แคปซูล,แผง 10 แคปซูล,"dyspepsia, edema",NSAID cautions; avoid duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID;ACOG_DYSMENORRHEA,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label; https://www.acog.org/womens-health/faqs/dysmenorrhea-painful-periods,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0300,musculoskeletal_pain_adult,Musculoskeletal pain / strain,,Pain,adult,Tier 4,pain/inflammation,oral,Cataflam 50 mg [Diclofenac Potassium 50 mg],BDS041402,25–50 mg PO BID–TID with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"GI upset, edema",NSAID cautions; avoid duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0301,musculoskeletal_pain_adult,Musculoskeletal pain / strain,,Pain,adult,Tier 5,inflammatory pain,oral,Arcoxia 120 mg [Etoricoxib 120 mg.],BDS001076,60–90 mg PO OD with food,3–5 days,แผง 5 เม็ด,แผง 5 เม็ด,"edema, dyspepsia, BP rise",avoid high CV risk/uncontrolled HTN; no duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0302,musculoskeletal_pain_adult,Musculoskeletal pain / strain,,Pain,adult,Tier 6,inflammatory pain,oral,Celebrex 200 mg [Celecoxib 200 mg.],BDS001509,200 mg PO OD or BID per indication,3–5 days,กล่อง 10 แคปซูล,กล่อง 10 แคปซูล,"dyspepsia, edema",sulfonamide caution; CV/GI/renal risks,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0303,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0304,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,Tier 3,pain/inflammation/dysmenorrhea,oral,Naprofazt [Naproxen (as Naproxen Sodium) 250 mg.],BDS045624,220–275 mg PO BID PRN with food,3–5 days,แผง 10 แคปซูล,แผง 10 แคปซูล,"dyspepsia, edema",NSAID cautions; avoid duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID;ACOG_DYSMENORRHEA,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label; https://www.acog.org/womens-health/faqs/dysmenorrhea-painful-periods,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0305,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,Tier 4,pain/inflammation,oral,Cataflam 50 mg [Diclofenac Potassium 50 mg],BDS041402,25–50 mg PO BID–TID with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"GI upset, edema",NSAID cautions; avoid duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0306,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,Tier 5,inflammatory pain,oral,Arcoxia 120 mg [Etoricoxib 120 mg.],BDS001076,60–90 mg PO OD with food,3–5 days,แผง 5 เม็ด,แผง 5 เม็ด,"edema, dyspepsia, BP rise",avoid high CV risk/uncontrolled HTN; no duplicate NSAID,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0307,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,Tier 6,inflammatory pain,oral,Celebrex 200 mg [Celecoxib 200 mg.],BDS001509,200 mg PO OD or BID per indication,3–5 days,กล่อง 10 แคปซูล,กล่อง 10 แคปซูล,"dyspepsia, edema",sulfonamide caution; CV/GI/renal risks,safety_gate,GATED,FALSE,FALSE,,FDA_NSAID,https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0308,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,Tier 7,muscle spasm,oral,Biocalm [Tolperisone 50 mg.],BDS001271,use product-specific adult dose; short course,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"drowsiness, dizziness",avoid driving/alcohol; anticholinergic caution,safety_gate,GATED,FALSE,FALSE,,DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0309,oral_thrush_adult,Oral thrush / candidiasis,,Skin/fungal,adult,Tier 2,tinea corporis/cruris/pedis,cream/topical,Lamisil Cream [Terbinafine HCl 10 mg./1 g.],BDS002563,apply thinly OD–BID,1–2 weeks,หลอด 5 g.,หลอด 5 g.,local irritation,avoid eyes/mucosa,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_TINEA,https://www.cdc.gov/fungal/hcp/clinical-care/index.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
