coverage_id,product_id,generic_name,drug_name,evidence_needed,source_targets,final_status,next_action
coverage_a4d5e45b2587,BDS007038,,Cistamine Syrup [Cetirizine 2HCl 5 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_7090b4808863,BDS044519,,Lorius Syrup [Desloratadine 0.5 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_4e595cad1876,BDS007271,,Sea Chlor Syrup (ควบคุมจำนวน) [Chlorpheniramine Maleate 2 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_2cdafedb19f0,BDS008301,,Trandrozine Syrup (ควบคุมจำนวน) [Hydroxyzine HCl 10 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_bb13a021b44f,BDS008086,,Zermed Syrup [Cetirizine 2HCl 5 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_8e7646ad263c,BDS004212,,Zyrtec Syrup [Cetirizine 2HCI 1 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_aef4edda4e93,BDS006036,,Icorin Kids Syrup [Butamirate Citrate 4 mg/5 ml],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_ea1e54f6de31,BDS002290,,Ivorin Syrup [Levodropropizine 30 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_b0df4c183865,BDS001257,,Bisolvon EX Syrup เล็ก [Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_c5151f1490d1,BDS001296,,Bisolvon EX Syrup ใหญ่ [Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_e29c71e0f5b5,BDS001253,,Bisolvon Pediatric Syrup [Bromhexine HCl 4 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_45514c9dfb0e,BDS007033,,Bocytin Syrup [Carbocysteine 250 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_566cc826c0d0,BDS041506,,Carboflex Syrup [Carbocysteine 250 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_fa739162b5d1,BDS001920,,Flemex Syrup [Carbocysteine 250 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_e61efc145b3a,BDS002659,,Mucoflux Syrup [Cyclidrol 80 mg./10 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_0ebcc1ff135c,BDS002654,,Mucolid Syrup [Ambroxol HCl 30 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_94ec2dd3076f,BDS003697,,Solmax Forte Suspension [Carbocysteine 500 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_a09ebb67cdff,BDS003782,,Solmax Kids Suspension [Carbocysteine 200 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_d129d24e4650,BDS001231,,Benda Syrup กลิ่นผลไม้รวม [Mebendazole 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_50e8dfd7c7cf,BDS049775,,Zenzera-200 Suspension [Albendazole 200 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_66f1445b56ea,BDS001458,,Asthmasian Expectorant Syrup [Terbutaline sulfate 1.5 mg.+Glyceryl guaiacolate 100 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_41e7d0fb0b78,BDS003645,,Salbulin Syrup [Salbutamol 2.4 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_25c81611150e,BDS003589,,Salmol Syrup [Salbutamol 2 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_08553beb76ae,BDS001071,,Avamigran [Ergotamine tartrate 1 mg.+Caffeine 100 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_34e4e5f43f1e,BDS008034,,Berclomine Syrup [Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_37f863f2dfd7,BDS040608,,Belcid Forte Suspension [Aluminium Hydroxide Gel (eq. to Aluminium Hydroxide 306 mg.+Magnesium Hydroxide 110 mg.+ Simethicone 30 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_16f74df3e310,BDS043613,,Gaviscon Advance sachet 10 ml [Sodium alginate Ph Eur 1000 mg.+Potassium bicarbonate 200 mg.+Calcium carbonate+Carbomer+Methyl (E218)+Propyl (E216)+อื่นๆ],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_814484571c95,BDS002033,,Gaviscon Dual Action sachet 10 ml [Sodium alginate 500 mg.+Sodium bicarbonate 213 mg.+Calcium carbonate 325 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_be067452c6cc,BDS002014,,Gaviscon Suspension bottle 150 ml [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg./10 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_fc86c442f14b,BDS002013,,Gaviscon Suspension sachet 10 ml [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg.+Calcium carbonate 160 mg./10 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_140b93c99c96,BDS043606,,Gaviscon Suspension กล่อง 4 ซอง [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg.+Calcium carbonate 160 mg./10 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_a9f4a65e0501,BDS003918,,Ulcefate Suspension bottle 240 ml [Sucralfate 1 g./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_f7b2d79fa9ba,BDS003917,,Ulcefate Suspension bottle 60 ml [Sucralfate 1 g./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_215463b8978f,BDS003915,,Ulcefate Suspension sachet 5 ml [Sucralfate 1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_22be47e70026,BDS001013,,Air-X Drops [Simethicone 40 mg./0.6 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_6b2df1daee71,BDS002637,,Motilium Oral Suspension [Domperidone 1 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_deeb9f5a3a8e,BDS046503,,Patilum Oral Suspension [Domperidone 1 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_0c0f0c98e247,BDS001665,,Duran Suspension [Ibuprofen 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_c4a095a9a2b1,BDS007151,,Ibukids Suspension [Ibuprofen 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_356cc9bfe4f1,BDS002845,,Nurofen Suspension [Ibuprofen 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_cf6902245031,BDS007031,,Bromhexine Syrup [Bromhexine HCl 4 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_ef64eb47fc8d,BDS008325,,Oscin Syrup [Hyoscine-N-butylbromide 5 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_e48b0ffd9974,BDS007743,,Glucosa 1500 ชนิดผง [Glucosamine sulfate sodium 1500 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_1fe338d5d516,BDS043605,,Glucosa 1500 ชนิดผง (รสมะนาว) [Glucosamine sulfate sodium 1500 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_dbaa6276b135,BDS007554,,Losalac Syrup [Lactulose 66.7 g./100 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_f1aac8a78035,BDS043130,,Felopine 5 [Felodipine 5 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_87ab23560863,BDS044532,,Lanzaar 100 mg [Losartan potassium 100 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_47fbb3b4ce78,BDS002808,,Nelapine 20 SR [Nifedipine 20 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_66c66715faef,BDS043610,,Glucophage XR 1000 mg [Metformin HCl 1000 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_e2dcda966aee,BDS001437,,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_7d5975cd01a0,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_1df26275c344,BDS003181,,"Poly-Oph Eye Drops [Neomycin Sulfate (eq. to Neomycin 2 mg.)+Polymyxin B Sulfate (eq. to Polymyxin B 5,000 Units)+Gramicidin 0.025 mg./1 ml.]",adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_6e815ecd9e32,BDS041404,,CD-Oph Eye Drops [Dexamethasone Sodium Phosphate 1 mg.+Chloramphenicol 5 mg.+Tetrahydrozoline HCl 0.25 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_315515489ac7,BDS001632,,DexOph Eye-Ear Drops [Dexamethasone Sodium Phosphate (eq. to Dexamethasone Phosphate 0.1 %)+Neomycin Sulfate 0.5% (eq. to Neomycin Base 0.35 %)/1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_23623f1c7f12,BDS006181,,FML Ophthalmic Suspension [Fluorometholone 0.1 %+Polyvinyl Alcohol 14 mg.+Sodium Chloride+Sodium Phosphste Monobasic+Sodium Phosphate Dibasic+Polysorbate 80+Preservative (Edetate Disodium+Benzalkonium Chloride 0.04 mg.)/1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_8abbfdc17cdd,BDS003862,,Tobradex Ophthalmic Suspension [Tobramycin 3 mg (0.3%)+Dexamethasone 1 mg (0.1%)+Tyloxapol+Sodium Chloride+Hydroxyethylcellulose+Sodium Sulfate+Sulfuric Acid+Sodium Hydroxide+Preservative (Edetate Disodium+Benzalkonium Chloride 0.01%)/1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_a8071f5de483,BDS001551,,Clens 100 Lens Drops [Citrate/Borate Buffer+Sodium Chloride+Edetate Disodium 0.05%+PEG-11 Lauryl ether Carboxylic acid+Tetronic t1304+Preservative (Edetate Disodium 0.05%+Polidronium Chloride 0.001%)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_4a145bce5600,BDS002107,,Genteal Eye Drop [Hypromellose 3 mg. (0.3%)+Sodium Chloride+Boric Acid+Potassium Chloride+Hydrochloric Acid+Preservative (Sodium Perborate+Phosphonic Acid)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_1a904f5e0b98,BDS045617,,Natear UD Lubricant Eye Drops [Hypromellose (Hydroxypropyl Methylcellulose) 0.3% w/v /0.8 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_7fddaccde1cc,BDS046204,,OcuFreshs Tear Eye Drops [Hypromellose 3 mg. (0.3%)+Preservative (Benzalkonium Chloride 0.02%)/1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_22f8530ce395,BDS003102,,Opti-Free Rewetting Drops [Citrate buffer+Sodium chloride+Preservative (Edetate Disodium 0.05%+Polyquaternium-1 0.001%)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_4402d4628f42,BDS001204,,Renu Multiplus Lubricating & Rewetting Drops [Povidone+Boric acid+Potassium chloride+Sodium chloride+ Sodium borate+Edetate disodium+Sorbic acid+Preservative (Edetate disodium 0.1%+Sorbic acid 0.1%)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_d21170e7b6a1,BDS047647,,Sof Tear Eye Drops [Hypromellose USP 3 mg. (0.3% w/v USP)+Preservative (Sodium Perborate 0.28 mg.)/1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_5d81895fd8ee,BDS047637,,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_a67373a2d1ad,BDS003679,,Systane Ultra Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
