coverage_id,sheet_name,row_number,product_id,regimen_id,disease_key,disease_name,complaint_key,generic_name,drug_name,composition,BDS,sig,duration,route,form,pediatric_flag,antibiotic_flag,high_risk_flag,current_readiness,current_source_status,exact_evidence_needed,minimum_source_type,source_priority,final_status,final_reason,next_action
coverage_1948c6c64c99,9_Clinical_QC,232,BDS040602,FRM0116,vulvovaginal_candidiasis_adult,,,Fluconazole,,,BDS040602,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_48ffdacc204c,9_Clinical_QC,233,BDS008491,FRM0117,vaginal_mixed_infection_adult,,,Nystatin 100 + s + Chloramphenicol + Diiodohydroxyguin,,,BDS008491,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_f72bc2af30ba,9_Clinical_QC,234,BDS008491,FRM0118,vaginal_discharge_support_adult,,,Nystatin 100 + s + Chloramphenicol + Diiodohydroxyguin,,,BDS008491,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_da19b91aa350,9_Clinical_QC,235,BDS001496,FRM0119,uncomplicated_uti_alt_cipro_adult,,,Ciprofloxacin,,,BDS001496,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_d453509494c9,9_Clinical_QC,236,BDS007591,FRM0120,dysuria_lower_uti_adult,,,Norfloxacin,,,BDS007591,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_30d7a017fa94,9_Clinical_QC,237,BDS007591,FRM0121,frequency_urgency_uti_adult,,,Norfloxacin,,,BDS007591,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_fe7083f93f99,9_Clinical_QC,238,BDS001489,FRM0122,tinea_cruris_adult,,,Clotrimazole,,,BDS001489,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_0645c0914b09,9_Clinical_QC,239,BDS007542,FRM0122,tinea_cruris_adult,,,Ketoconazole,,,BDS007542,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_20c131d9b482,9_Clinical_QC,240,BDS007542,FRM0123,tinea_pedis_adult,,,Ketoconazole,,,BDS007542,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_ae1bc96c906d,9_Clinical_QC,241,BDS001489,FRM0123,tinea_pedis_adult,,,Clotrimazole,,,BDS001489,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_41c19fb06fef,9_Clinical_QC,242,BDS001489,FRM0124,tinea_corporis_clotrimazole_adult,,,Clotrimazole,,,BDS001489,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_2e3b4c89e750,9_Clinical_QC,243,BDS007542,FRM0124,tinea_corporis_clotrimazole_adult,,,Ketoconazole,,,BDS007542,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_d315ef1eef7b,9_Clinical_QC,244,BDS001489,FRM0125,fungal_intertrigo_adult,,,Clotrimazole,,,BDS001489,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_673f5f82d04e,9_Clinical_QC,245,BDS007542,FRM0125,fungal_intertrigo_adult,,,Ketoconazole,,,BDS007542,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_7281ee66b2df,9_Clinical_QC,246,BDS008451,FRM0126,pityriasis_versicolor_adult,,,Ketoconazole,,,BDS008451,,,,,False,False,False,,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,product_concentration_missing,resolve linked source/evidence queue item
coverage_fb95a0c4fc50,9_Clinical_QC,247,BDS007542,FRM0126,pityriasis_versicolor_adult,,,Ketoconazole,,,BDS007542,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_e7863c432fe1,9_Clinical_QC,248,BDS001489,FRM0127,cutaneous_candidiasis_adult,,,Clotrimazole,,,BDS001489,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_9531da5b07f1,9_Clinical_QC,249,BDS003762,FRM0130,dental_pain_support_adult,,,Paracetamol,,,BDS003762,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_fd905efadda0,9_Clinical_QC,250,BDS002042,FRM0130,dental_pain_support_adult,,,Ibuprofen + Polyethylene 400 + Porpylene Glycol,,,BDS002042,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_cac6607b8534,9_Clinical_QC,251,BDS003762,FRM0131,gingivitis_localized_adult,,,Paracetamol,,,BDS003762,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_8754a4526fcc,9_Clinical_QC,252,BDS003762,FRM0132,gum_inflammation_support_adult,,,Paracetamol,,,BDS003762,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_3c44990b88dc,9_Clinical_QC,253,BDS001103,FRM0133,dental_abscess_support_adult,,,Amoxicillin + Clavulanic Acid,,,BDS001103,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_ee58681d4927,9_Clinical_QC,254,BDS003762,FRM0133,dental_abscess_support_adult,,,Paracetamol,,,BDS003762,,,,,False,False,False,,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,manual_review_required_with_exact_reason,regimen_listed_usable_despite_evidence_missing,resolve linked source/evidence queue item
coverage_dc1547c7721b,9_Clinical_QC,255,BDS008064,FRM0026,herpes_labialis_adult,,,Acyclovir,,,BDS008064,,,,,False,False,True,,pending_manual_review,adult_dose_source; disease_strategy_source; duration_source; red_flag_source,accepted guideline/source with snippet,1,manual_review_required_with_exact_reason,unsupported_antiviral_regimen,resolve linked source/evidence queue item
coverage_298d6df3d05e,9_Clinical_QC,256,BDS008065,FRM0027,herpes_zoster_adult,,,Acyclovir,,,BDS008065,,,,,False,False,True,,pending_manual_review,adult_dose_source; disease_strategy_source; duration_source; red_flag_source,accepted guideline/source with snippet,1,manual_review_required_with_exact_reason,unsupported_antiviral_regimen,resolve linked source/evidence queue item
coverage_5622b34884cb,9_Clinical_QC,257,BDS003762,FRM0027,herpes_zoster_adult,,,Paracetamol,,,BDS003762,,,,,False,False,True,,source_gap,adult_dose_source; disease_strategy_source; duration_source; red_flag_source,accepted guideline/source with snippet,1,manual_review_required_with_exact_reason,unsupported_antiviral_regimen,resolve linked source/evidence queue item
coverage_deadc6a8b705,9_Clinical_QC,258,BDS001491,FRM0028,tinea_pruritic_rash_adult,,,Clotrimazole + Betamethasone Dipropionate w/w,,,BDS001491,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_8ce2c8f8e451,9_Clinical_QC,259,BDS002003,FRM0031,minor_skin_infection_topical_adult,,,Gentamicin,,,BDS002003,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_e84a0e0c978d,9_Clinical_QC,260,BDS001103,FRM0033,bacterial_sinusitis_adult,,,Amoxicillin + Clavulanic Acid,,,BDS001103,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_b80376c171cd,9_Clinical_QC,261,BDS002201,FRM0034,bacterial_pharyngitis_adult,,,Amoxicillin,,,BDS002201,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_4d617d97634e,9_Clinical_QC,262,BDS001491,FRM0058,tinea_corporis_localized_adult,,,Clotrimazole + Betamethasone Dipropionate w/w,,,BDS001491,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_f05ced8372a7,9_Clinical_QC,263,BDS002003,FRM0059,impetigo_localized_adult,,,Gentamicin,,,BDS002003,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_fa20fa8ab242,9_Clinical_QC,264,BDS002201,FRM0059,impetigo_localized_adult,,,Amoxicillin,,,BDS002201,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_7eb2b39cbdf3,9_Clinical_QC,265,BDS002003,FRM0060,minor_wound_care_adult,,,Gentamicin,,,BDS002003,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_d70fea892798,9_Clinical_QC,266,BDS002003,FRM0074,superficial_abrasion_adult,,,Gentamicin,,,BDS002003,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_ca16034ea9c3,9_Clinical_QC,267,BDS002003,FRM0075,minor_cut_wound_care_adult,,,Gentamicin,,,BDS002003,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_bcbd6d46d80f,9_Clinical_QC,268,BDS001437,FRM0092,bacterial_conjunctivitis_adult,,,Chloramphenicol,,,BDS001437,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_23ff866318bb,9_Clinical_QC,269,BDS001847,FRM0092,bacterial_conjunctivitis_adult,,,Fusidic acid + Preservative,,,BDS001847,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_f8ebd070eb1f,9_Clinical_QC,270,BDS003721,FRM0092,bacterial_conjunctivitis_adult,,,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,,,BDS003721,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_e8b11f5003c2,9_Clinical_QC,271,BDS001437,FRM0093,bacterial_conjunctivitis_peds,,,Chloramphenicol,,,BDS001437,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_c32d7b3022bc,9_Clinical_QC,272,BDS001847,FRM0093,bacterial_conjunctivitis_peds,,,Fusidic acid + Preservative,,,BDS001847,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_fd16fbb40fd3,9_Clinical_QC,273,BDS003721,FRM0094,bacterial_eyelid_infection_adult,,,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,,,BDS003721,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_100bc47eb59c,9_Clinical_QC,274,BDS001847,FRM0094,bacterial_eyelid_infection_adult,,,Fusidic acid + Preservative,,,BDS001847,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_e81eb2d84b0b,9_Clinical_QC,275,BDS003721,FRM0095,bacterial_eyelid_infection_peds,,,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,,,BDS003721,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_b39a1cb5803f,9_Clinical_QC,276,BDS001847,FRM0095,bacterial_eyelid_infection_peds,,,Fusidic acid + Preservative,,,BDS001847,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_0222eee76ce6,9_Clinical_QC,277,BDS001047,FRM0096,bacterial_sinusitis_peds,,,Amoxicillin + Clavulanic Acid,,,BDS001047,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_a9f8ac214c69,9_Clinical_QC,278,BDS001046,FRM0097,bacterial_pharyngitis_peds,,,Amoxicillin + Clavulanic Acid,,,BDS001046,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_18bfb22f262e,9_Clinical_QC,279,BDS007066,FRM0098,macrolide_respiratory_bacterial_adult,,,Roxithromycin,,,BDS007066,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_9e26e150e7bc,9_Clinical_QC,280,BDS001103,FRM0099,dental_infection_support_adult,,,Amoxicillin + Clavulanic Acid,,,BDS001103,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_b0f42600c043,9_Clinical_QC,281,BDS002201,FRM0100,infected_insect_bite_adult,,,Amoxicillin,,,BDS002201,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_94ad486e69df,9_Clinical_QC,282,BDS001046,FRM0101,infected_insect_bite_peds,,,Amoxicillin + Clavulanic Acid,,,BDS001046,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_53b8af9567dc,9_Clinical_QC,283,BDS001103,FRM0102,cellulitis_mild_adult,,,Amoxicillin + Clavulanic Acid,,,BDS001103,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_ea91270ff50d,9_Clinical_QC,284,BDS002201,FRM0103,impetigo_oral_antibiotic_adult,,,Amoxicillin,,,BDS002201,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_cb63142b80f7,9_Clinical_QC,285,BDS001991,FRM0103,impetigo_oral_antibiotic_adult,,,Fusidic acid,,,BDS001991,,,,,False,True,True,,source_gap,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_f439986325d8,9_Clinical_QC,286,BDS002201,FRM0104,localized_folliculitis_adult,,,Amoxicillin,,,BDS002201,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_39a59d63f55a,9_Clinical_QC,287,BDS002201,FRM0105,infected_abrasion_adult,,,Amoxicillin,,,BDS002201,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_58d032f6e6fe,9_Clinical_QC,288,BDS001910,FRM0106,infected_eczema_localized_adult,,,Fusidic acid + Hydrocortisone Acetate + อื่นๆ,,,BDS001910,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_a9ee7eb24c3b,9_Clinical_QC,289,BDS001908,FRM0106,infected_eczema_localized_adult,,,Fusidic acid + Betamethasone Valerate + Preservative,,,BDS001908,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_158ca91231dd,9_Clinical_QC,290,BDS007591,FRM0107,uncomplicated_uti_adult,,,Norfloxacin,,,BDS007591,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_a5fd5f139cdb,9_Clinical_QC,291,BDS001437,FRM0108,topical_eye_antibiotic_support_adult,,,Chloramphenicol,,,BDS001437,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_fbb75b98c97b,9_Clinical_QC,292,BDS001847,FRM0108,topical_eye_antibiotic_support_adult,,,Fusidic acid + Preservative,,,BDS001847,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_c318a073d68a,9_Clinical_QC,293,BDS003721,FRM0108,topical_eye_antibiotic_support_adult,,,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,,,BDS003721,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_bc08b16534dd,9_Clinical_QC,294,BDS001103,FRM0111,infected_wound_oral_antibiotic_adult,,,Amoxicillin + Clavulanic Acid,,,BDS001103,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_3bc07dd6c6fc,9_Clinical_QC,295,BDS001238,FRM0111,infected_wound_oral_antibiotic_adult,,,Povidone-Iodine USP w/v,,,BDS001238,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_3883752eda15,9_Clinical_QC,296,BDS007066,FRM0112,penicillin_allergy_resp_support_adult,,,Roxithromycin,,,BDS007066,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_542722f4857e,9_Clinical_QC,297,BDS007066,FRM0113,bacterial_sinusitis_alt_adult,,,Roxithromycin,,,BDS007066,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_eb5d7d09d734,9_Clinical_QC,298,BDS007066,FRM0114,bacterial_pharyngitis_alt_adult,,,Roxithromycin,,,BDS007066,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_5d7bb6b2b0a0,9_Clinical_QC,299,BDS002003,FRM0115,topical_fusidic_support_adult,,,Gentamicin,,,BDS002003,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_945229893805,9_Clinical_QC,300,BDS008491,FRM0117,vaginal_mixed_infection_adult,,,Nystatin 100 + s + Chloramphenicol + Diiodohydroxyguin,,,BDS008491,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_8c8309074692,9_Clinical_QC,301,BDS008491,FRM0118,vaginal_discharge_support_adult,,,Nystatin 100 + s + Chloramphenicol + Diiodohydroxyguin,,,BDS008491,,,,,False,True,True,,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
