id,name,genericGroup,composition,status,reason
BDS045616,Norpa tabslets (10 tabs),Paracetamol + Orphenadrine Citrate,Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003571,Soneriper M (10 tabs),Tolperisone Hydrochloride,Tolperisone Hydrochloride 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS048632,Torrent (10 tabs),Paracetamol + Orphenadrine Citrate,Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002637,Motilium Oral Suspension (30 ml.),Domperidone,Domperidone 1 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS046503,Patilum Oral Suspension (30 ml.),Domperidone,Domperidone 1 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS008001,Actrim (10 tabs),Trimethoprim + Sulfamethoxazole,Trimethoprim 80 mg.+Sulfamethoxazole 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001072,Avelox tabslet (5 tabs),Moxifloxacin Hydrochloride,Moxifloxacin Hydrochloride 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001496,Cifloxin 500 mg (10 tabs),ciprofloxacin,Ciprofloxacin 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041409,Cipflocin 500 mg (10 tabs),Ciprofloxacin,Ciprofloxacin 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008114,Ciproxin-500 (10 tabs),Ciprofloxacin,Ciprofloxacin 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001548,Cravit 500 mg (5 tabs),Levofloxacin,Levofloxacin 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008681,Levomac 500 (5 tabs),Levofloxacin,Levofloxacin 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007591,Noflox-400 (10 tabs),norfloxacin,Norfloxacin 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007751,Norfloxyl-400 (10 tabs),Norfloxacin,Norfloxacin 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS009086,Norxacin 400 mg (8 tabs),Norfloxacin,Norfloxacin 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007971,Oflomac-200 (10 tabs),Ofloxacin,Ofloxacin 200 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007238,Proflox 500 mg (10 tabs),Ciprofloxacin,Ciprofloxacin 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS047662,Sixime (10 cap),Cefixime,Cefixime 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007311,Xacin (10 tabs),Norfloxacin,Norfloxacin 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS042357,Difflam รสน้ำผึ้งมะนาวผสมโพรโพลิส (8 tabs),"2,4-Dichlorobenzyl alcohol + Amylmetacresol","2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS042358,Difflam รสส้มผสมวิตามินซี (8 tabs),"2,4-Dichlorobenzyl alcohol + Amylmetacresol + Vit.C","2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vit.C 100 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS044922,Mybacin OTC Mint (8 tabs),"2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมเทครีซอล 0.6 มก","2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+เอมิลเมเทครีซอล 0.6 มก.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003574,Strepsils Citrus Lemon SF HHR ซอง 6s (6 tabs),lozenge throat relief,"2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003578,Strepsils Citrus Lemon Sugar Free กล่อง 16s (16 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003661,Strepsils Cool กล่อง 24s (24 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol + Menthol","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003554,Strepsils Cool ซอง 8s (8 tabs),"2,4-Dichlorobenzyl alcohol + Amylmetacresol + Menthol","2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003590,Strepsils Honey & Lemon HHR ซอง 8s (8 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003582,Strepsils Honey & Lemon กล่อง 24s (24 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003555,Strepsils Orange+Vitamin C HHR ซอง 8s (8 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003556,Strepsils Orange+Vitamin C กล่อง 24s (24 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003583,Strepsils Original HHR (เม็ดแดง) กล่อง 24s (24 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003551,Strepsils Original HHR (เม็ดแดง) ซอง 8s (8 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003777,Throatsil รสน้ำผึ้งมะนาว ซอง 8s (8 tabs),Dichlorobenzyl alcohol + Amylmetacresol,Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003790,Throatsil รสเมนทอล ซอง 8s (8 tabs),Dichlorobenzyl alcohol + Amylmetacresol,Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003802,Throatsil รสส้ม กล่อง 24s (24 tabs),Dichlorobenzyl alcohol + Amylmetacresol + Vitamin C,Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003775,Throatsil รสส้ม ซอง 8s (8 tabs),Dichlorobenzyl alcolhol + Amylmetacresol + Vitamin C,Dichlorobenzyl alcolhol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040016,Adavil F/C tabslets (10 tabs),Ibuprofen,Ibuprofen 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040623,Brusoft 400 (10 cap),Ibuprofen,Ibuprofen 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040629,Brustan (10 tabs),Ibuprofen + Paracetamol,Ibuprofen 400 mg.+Paracetamol 325 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007040,Cefen 400P (10 tabs),Ibuprofen,Ibuprofen 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001618,Duran (10 tabs),Ibuprofen,Ibuprofen 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002042,Gofen 400 (10 cap),ibuprofen,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,no_peds_reference,no pediatric reference and no parseable concentration
BDS002036,Greatofen-400 mg (10 tabs),Ibuprofen,Ibuprofen 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007161,Ibuman-Plus (10 tabs),Ibuprofen + Paracetamol,Ibuprofen 400 mg.+Paracetamol 325 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007165,Kintal B (10 tabs),Ibuprofen + Paracetamol,Ibuprofen 400 mg.+Paracetamol 325 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS045600,Nurofen Zavance (10 cap),Ibuprofen,Ibuprofen 400 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS002846,Nurofen-400 (6 tabs),Ibuprofen,Ibuprofen 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS047673,Solufen 400 (10 cap),Ibuprofen,Ibuprofen 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046200,Oral-VP tabslet (10 tabs),Cetylpyridinium chloride,Cetylpyridinium chloride 1.5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003662,Strepsils Maxi Pluzz กล่อง 16s (16 tabs),"2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมแทครีซอล 0.6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก","2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+ เอมิลเมแทครีซอล 0.6 มก. + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003580,Strepsils Maxi Pluzz ซอง 6s (6 tabs),"2,4-Dichlorobenzyl alcohol + Amylmetacresol + Lidocain","2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lidocain 10 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003772,Throatsil Plus ซอง 8s (8 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol + Lignocaine HCl","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lignocaine HCl 10.0 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS008282,Cera ORS รสส้ม (5 sachets),ors,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS007141,Dimenhydrinate (10 tabs),Dimenhydrinate,Dimenhydrinate 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001663,Dramamine (10 tabs),Dimenhydrinate,Dimenhydrinate 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008272,Biotaplex-BC (10 tabs),Benfotiamine + Riboflavin + Pyridoxine HCl + Cyanocobalamin,Benfotiamine (Vit.B1) 69.15 mg+Riboflavin (Vit.B2) 5 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 5 mcg+Vit.C 50 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS002687,Mecze (10 tabs),Mecobalamin,Mecobalamin (Vit. B12) 500 mcg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044925,Mega Diavit (10 cap),Vit.B1 + Vit.B6 + Methylcobalamin + Folic Acid,Vit.B1 100 mg+ Vit.B6 200 mg+Methylcobalamin 500 mg+ Folic Acid 0.2 mg+Natural Vit.E 200 IU+ Natural Mixed Carotenoids 4 mg+Equivlent to Vit.A 5000 IU+ Vit.D3 400 IU+Copper 1 mg+Chromium 0.2 mg+Zinc 15 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002625,Methycobal 500 (10 tabs),Mecobalamin,Mecobalamin (Vit. B12) 500 mcg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002822,Neurobion (10 tabs),Thiamine Disulfide + Pyridoxine HCl + Cyanocobalamin,Thiamine Disulfide (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 200 mg+Cyanocobalamin (Vit.B12) 200 mcg,no_peds_reference,no pediatric reference and no parseable concentration
BDS003007,One-Six-Twelve (10 tabs),Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 50 mcg,no_peds_reference,no pediatric reference and no parseable concentration
BDS008151,Sambee (10 tabs),Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 65 mcg,no_peds_reference,no pediatric reference and no parseable concentration
BDS008708,Tri-Be-Sian (10 tabs),Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 50 mcg,no_peds_reference,no pediatric reference and no parseable concentration
BDS007809,Viboral (10 tabs),Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 20 mg+Cyanocobalamin (Vit.B12) 100 mcg,no_peds_reference,no pediatric reference and no parseable concentration
BDS004007,Vitamin B1-B6-B12 (GPO) (100 tabs),Vit.B1 + Vit.B6 + Vit.B12,Vit.B1 100 mg+Vit.B6 7.5 mg+Vit.B12 75 mcg,no_peds_reference,no pediatric reference and no parseable concentration
BDS002449,Kremil-S tabslet (10 tabs),AHMC(Aluminum Hydroxide + Magnesium Carbonate .) + Simethicone + Dicyclomine HCl,AHMC(Aluminum Hydroxide 188.8 mg.+Magnesium Carbonate 136.2 mg.) 325 mg.+Simethicone 10 mg.+Dicyclomine HCl 2.5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008766,Sulcain (10 tabs),Sulcain + Magcerin,Sulcain (Ethyl p-piperidylacetylaminobenzoate) 100 mg+Magcerin (Magnesia-alumina hydrate) 100 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS001038,Avarin (10 cap),Simethicone + Alverine Citrate,Simethicone 300 mg.+Alverine Citrate 60 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001234,Berclomin tabs (10 tabs),Dicyclomine + Simethicone,Dicyclomine 10 mg.+Simethicone 100 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS044943,Meteospasmyl (10 tabs),Alverine Citrate + Simethicone,Alverine Citrate 60 mg +Simethicone 300 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS008455,CB-400 (1 tab),Albendazole,Albendazole 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002104,Hexin ฆ่าพยาธิ (4 tabs),Niclosamide + Phenolphthalein,Niclosamide 500 mg.+Phenolphthalein 75 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004217,Zentel 400 mg (1 tab),Albendazole,Albendazole 400 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001465,Combizym (10 tabs),digestive enzyme,(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001636,Diasgest (10 tabs),Diastase + Aluminium magnesium silicate + Sodium bicarbonate + Calcium carbonate,diastase 50 mg+Aluminium magnesium silicate 100 mg+Sodium bicarbonate 60 mg+Calcium carbonate,no_peds_reference,no pediatric reference and no parseable concentration
BDS002043,Gaszym (10 tabs),simethicone + pancreatin,Simethicone 60 mg.+Pancreatin 4NF 200 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002681,Magesto-F bottle 100s (100 tabs),Mamylase + Thiamine mononitrate + Diastase + Scopolia extract,Mamylase+Thiamine mononitrate+Diastase+Scopolia extract+Calcium carbonate,no_peds_reference,no pediatric reference and no parseable concentration
BDS002224,Magesto-F sachet 10s (10 tabs),Mamylase + Thiamine mononitrate + Diastase + Scopolia extract,Mamylase+Thiamine mononitrate+Diastase+Scopolia extract+Calcium carbonate,no_peds_reference,no pediatric reference and no parseable concentration
BDS003591,Strepsils Chesty Cough ซอง 8s (8 tabs),Ambroxol HCl,Ambroxol HCl 15 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003642,Strepsils Throat Irritation & Cough กล่อง 24s (24 tabs),Ambroxol HCl,Ambroxol HCl 15 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003641,Strepsils Throat Irritation & Cough ซอง 8s (8 tabs),Ambroxol HCl,Ambroxol HCl 15 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001665,Duran Suspension (60 ml.),Ibuprofen,Ibuprofen 100 mg./5 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS007151,Ibukids Suspension (60 ml.),Ibuprofen,Ibuprofen 100 mg./5 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS002845,Nurofen Suspension (60 ml.),Ibuprofen,Ibuprofen 100 mg./5 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS007031,Bromhexine Syrup (60 ml.),Bromhexine HCl,Bromhexine HCl 4 mg./5 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS008325,Oscin Syrup (30 ml.),Hyoscine-N-butylbromide,Hyoscine-N-butylbromide 5 mg./5 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001097,Annylyn 21 (21 tabs),Gestodene + Ethinylestradiol,Gestodene 0.075 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001098,Annylyn 28 (28 tabs),Gestodene + Ethinylestradiol,Gestodene 0.075 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001232,Belara (21 tabs),Chlormadinone acetate + Ethinylestradiol,Chlormadinone acetate 2 mg.+ Ethinylestradiol 0.03 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040601,Beriz (21 tabs),Cyproterone acetate + Ethinylestradiol,Cyproterone acetate 2 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041443,Camella 28 (28 tabs),Gestodene + Ethinylestradiol,Gestodene 0.075 mg.+Ethinylestradiol 0.03 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001526,Cerazette 28 (28 tabs),Desogestrel,Desogestrel 0.075 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041401,Ciclomex-20 (21 tabs),Gestodene + Ethinylestradiol,Gestodene 0.075 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008781,Dafne 35 (21 tabs),Cyproterone acetate + Ethinylestradiol,Cyproterone acetate 2.0 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001640,Diane-35 (21 tabs),Cyproterone acetate + Ethinylestradiol,Cyproterone acetate 2 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001643,Diora-21 (21 tabs),D-Norgestrel + Ethinylestradiol,D-Norgestrel 0.15 mg.+Ethinylestradiol 0.03 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001644,Diora-28 (28 tabs),D-Norgestrel + Ethinylestradiol,D-Norgestrel 0.15 mg.+Ethinylestradiol 0.03 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001858,Evra (3 sheet),Norelgestromin + Ethinylestradiol ./1 patch,Norelgestromin 6 mg.+Ethinylestradiol 600 mcg./1 patch,no_peds_reference,no pediatric reference and no parseable concentration
BDS001830,Exluton (28 tabs),Lynestrenol,Lynestrenol 0.5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043846,Herz (28 tabs),Drospirenone + Ethinylestradiol + Placebo,Drospirenone 3 mg.+Ethinylestradiol 0.02 mg.+Placebo 4 tabs,no_peds_reference,no pediatric reference and no parseable concentration
BDS003715,Laura-35 (21 tabs),Cyproterone acetate + Ethinylestradiol,Cyproterone acetate 2 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002607,Marvelon 21 (21 tabs),Desogestrel + Ethinylestradiol,Desogestrel 0.15 mg.+Ethinylestradiol 0.03 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002608,Marvelon 28 (28 tabs),Desogestrel + Ethinylestradiol,Desogestrel 0.15 mg.+Ethinylestradiol 0.03 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002613,Meliane 21 (21 tabs),Gestodene + Ethinylestradiol,Gestodene 0.075 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002614,Meliane ED 28 (28 tabs),Gestodene + Ethinylestradiol,Gestodene 0.075 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002630,Melodia (21 tabs),Drospirenone + Ethinylestradiol,Drospirenone 3 mg.+Ethinylestradiol 0.030 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002619,Mercilon-21 (21 tabs),Desogestrel + Ethinylestradiol,Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002620,Mercilon-28 (28 tabs),Desogestrel + Ethinylestradiol,Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002695,Minidoz 28 (28 tabs),Gestodene + Ethinylestradiol,Gestodene 0.060 mg.+Ethinylestradiol 0.015 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002670,Minny-21 (21 tabs),Desogestrel + Ethinylestradiol,Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002671,Minny-28 (28 tabs),Desogestrel + Ethinylestradiol,Desogestrel 0.15 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044910,Minoz 28 (28 tabs),Gestodene + Ethinylestradiol,Gestodene 0.060 mg.+Ethinylestradiol 0.015 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003032,OC-35 (21 tabs),Cyproterone acetate + Ethinylestradiol,Cyproterone acetate 2 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003143,Preme (21 tabs),Cyproterone Acetate + Ethinylestradiol,Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046511,Preme 28 (28 tabs),Cyproterone Acetate + Ethinylestradiol,Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS047721,Slinda (28 tabs),Drospirenone,Drospirenone 4 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS003731,Sucee (21 tabs),Cyproterone Acetate + Ethinylestradiol,Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003699,Sucee 28 (28 tabs),Cyproterone Acetate + Ethinylestradiol,Cyproterone Acetate 2 mg.+Ethinylestradiol 0.035 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003655,Synfonia (28 tabs),Drospirenone + Ethinylestradiol,Drospirenone 3 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004153,Yasmin-21 (21 tabs),Drospirenone + Ethinylestradiol,Drospirenone 3 mg.+Ethinylestradiol 0.030 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004154,Yaz (28 tabs),Drospirenone + Ethinylestradiol,Drospirenone 3 mg.+Ethinylestradiol 0.02 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040024,Arthro-K Orange 1500 (3.95 g.),Crystalline Glucosamine Sulfate Potassium Chloride,Crystalline Glucosamine Sulfate Potassium Chloride (เทียบเท่ากับ Glucosamine sulfate 1500 mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS040032,Artrofort Complex (30 sachets),Crystalline Glucosamine Sulphate .(เทียบเท่ากับ Glucosamine + Sodium Chloride .) + Chondroitin Sulphate Sodium,Crystalline Glucosamine Sulphate 942 mg.(เทียบเท่ากับ Glucosamine 750 mg.+Sodium Chloride 192 mg.)+Chondroitin Sulphate Sodium 600 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001521,Coxium (30 sachets),Glucosamine Sulfate NaCl,Glucosamine Sulfate NaCl 1500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007743,Glucosa 1500 ชนิดผง (10 sachets),Glucosamine sulfate sodium,Glucosamine sulfate sodium 1500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043605,Glucosa 1500 ชนิดผง (รสมะนาว) (10 sachets),Glucosamine sulfate sodium,Glucosamine sulfate sodium 1500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007739,Glucosa 500 (10 cap),Glucosamine sulfate sodium,Glucosamine sulfate sodium 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007225,Osteotin 500 (10 cap),Glucosamine sulfate sodium,Glucosamine sulfate sodium 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001003,Viaflex 1500 (30 sachets),Glucosamine Sulfate Sodium Chloride,Glucosamine Sulfate Sodium Chloride 1884 mg. (Glucosamine Sulfate 1500 mg./1 ซอง),no_peds_reference,no pediatric reference and no parseable concentration
BDS001705,Viartril-S (30 sachets),Glucosamine Sulphate,Glucosamine Sulphate 1500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040631,Bromcolex (10 tabs),Bromhexine HCl,Bromhexine HCl 8 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008046,Extorant (10 tabs),Bromhexine HCl + Guaifenesin,Bromhexine HCl 4 mg+Guaifenesin 100 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS007196,Mucoxine-F (10 tabs),Ambroxol HCl,Ambroxol HCl 30 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007601,Polibroxol (10 tabs),Ambroxol HCl,Ambroxol HCl 30 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008201,Bisacod (10 tabs),Bisacodyl,Bisacodyl 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007554,Losalac Syrup (100 ml.),Lactulose,Lactulose 66.7 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008768,T.Man-Lax (10 tabs),Bisacodyl + Dioctyl sodium sulfosuccinate,Bisacodyl 5 mg.+Dioctyl sodium sulfosuccinate 15 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001975,Firide 1 mg (10 tabs),Finasteride,Finasteride 1 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040003,Asiazole-T.N. tabslets (4 tabs),Tinidazole,Tinidazole 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007954,Gyno Gena-500 (4 tabs),Tinidazole,Tinidazole 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS045662,Navamed (2 tabs),Dimenhydrinate,Dimenhydrinate 50 mg,no_peds_reference,no pediatric reference and no parseable concentration
